ElementID, Easting, Northing,t=1,t=2,t=3,t=4,t=5,t=6,t=7,t=8,t=9,t=10,t=11,t=12,t=13,t=14,t=15,t=16,t=17,t=18,t=19,t=20,t=21,t=22,t=23,t=24,t=25,t=26,t=27,t=32,t=37,t=42,t=47,t=52,t=57,t=62,t=67,t=72,t=77,t=82,t=87,t=92,t=97,t=102,t=107
GW078143_ECON_23,4.048840e+05,6.445501e+06,-1.338861e-06,-1.369483e-04,-9.363978e-04,-3.074093e-03,-7.279235e-03,-1.412664e-02,-2.391915e-02,-3.673714e-02,-5.252120e-02,-7.117204e-02,-9.248447e-02,-1.160162e-01,-1.411069e-01,-1.671952e-01,-1.938684e-01,-2.207160e-01,-2.472940e-01,-2.731879e-01,-2.982100e-01,-3.235845e-01,-3.509905e-01,-3.804535e-01,-4.115104e-01,-4.437176e-01,-4.770378e-01,-5.115852e-01,-5.467656e-01,-7.048497e-01,-7.743825e-01,-7.927788e-01,-7.911339e-01,-7.797938e-01,-7.633514e-01,-7.443926e-01,-7.244825e-01,-7.045768e-01,-6.852317e-01,-6.667494e-01,-6.492687e-01,-6.328569e-01,-6.176747e-01,-6.034841e-01,-5.897649e-01
GW078171_ECON_139,4.011220e+05,6.444326e+06,-8.437406e-07,-1.164459e-04,-9.152803e-04,-3.128704e-03,-7.483691e-03,-1.451432e-02,-2.442044e-02,-3.716138e-02,-5.257892e-02,-7.062331e-02,-9.083287e-02,-1.131690e-01,-1.382742e-01,-1.715530e-01,-2.145399e-01,-2.633247e-01,-3.169666e-01,-3.791702e-01,-4.467268e-01,-5.211235e-01,-5.966243e-01,-6.672402e-01,-7.350018e-01,-8.005291e-01,-8.634665e-01,-9.245290e-01,-9.825637e-01,-1.182811e+00,-1.185136e+00,-1.139999e+00,-1.086033e+00,-1.032095e+00,-9.808691e-01,-9.336155e-01,-8.904262e-01,-8.512488e-01,-8.157915e-01,-7.837098e-01,-7.546330e-01,-7.282525e-01,-7.042949e-01,-6.829374e-01,-6.624744e-01
GW078172_ECON_175,4.011460e+05,6.444480e+06,-7.050421e-06,-3.767703e-04,-2.094709e-03,-6.088191e-03,-1.319219e-02,-2.380985e-02,-3.790905e-02,-5.524867e-02,-7.553884e-02,-9.864013e-02,-1.241375e-01,-1.516584e-01,-1.853541e-01,-2.350463e-01,-2.982546e-01,-3.661238e-01,-4.415970e-01,-5.295219e-01,-6.235661e-01,-7.258800e-01,-8.220257e-01,-9.065210e-01,-9.877348e-01,-1.065632e+00,-1.139466e+00,-1.209744e+00,-1.275039e+00,-1.446046e+00,-1.374306e+00,-1.283263e+00,-1.199866e+00,-1.125178e+00,-1.058747e+00,-9.999722e-01,-9.477778e-01,-9.014387e-01,-8.601988e-01,-8.233516e-01,-7.903217e-01,-7.606542e-01,-7.339120e-01,-7.099663e-01,-6.873875e-01
GW078436_ECON_59,3.998620e+05,6.446023e+06,-6.476741e-13,-3.806724e-08,-2.036541e-06,-1.817871e-05,-7.805649e-05,-2.299647e-04,-5.373905e-04,-1.070677e-03,-1.898750e-03,-3.086932e-03,-4.681469e-03,-6.733602e-03,-9.279651e-03,-1.235953e-02,-1.612745e-02,-2.090413e-02,-2.702732e-02,-3.473950e-02,-4.428928e-02,-5.595527e-02,-7.005940e-02,-8.675896e-02,-1.058649e-01,-1.270549e-01,-1.499986e-01,-1.743658e-01,-1.998992e-01,-3.366702e-01,-4.522566e-01,-5.218643e-01,-5.589375e-01,-5.765776e-01,-5.827917e-01,-5.821901e-01,-5.774900e-01,-5.703517e-01,-5.618172e-01,-5.525549e-01,-5.430010e-01,-5.334379e-01,-5.240503e-01,-5.153667e-01,-5.065275e-01
GW078759_ECON_37,4.006100e+05,6.419041e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.949177e-38,5.857123e-38,9.296274e-38,1.078745e-37,1.183211e-37,1.326445e-37,1.456141e-37,2.159828e-16,-1.460951e-14,-1.432504e-13,-8.324118e-13,-3.715856e-12,-1.390040e-11,-4.528631e-11,-1.314080e-10,-3.452741e-10,-8.329244e-10,-1.866718e-09,-4.689863e-08,-4.850060e-07,-2.911070e-06,-1.201606e-05,-3.766560e-05,-9.582421e-05,-2.075143e-04,-3.962086e-04,-6.847382e-04,-1.092681e-03,-1.634705e-03,-2.319893e-03,-3.151849e-03,-4.129298e-03,-5.246945e-03,-6.497486e-03
GW079045_ECON_43,4.011690e+05,6.445223e+06,-8.770230e-04,-8.243319e-03,-2.295801e-02,-4.644266e-02,-7.764667e-02,-1.143523e-01,-1.551409e-01,-1.991162e-01,-2.462777e-01,-2.967955e-01,-3.478416e-01,-3.975520e-01,-5.413648e-01,-7.541825e-01,-9.384876e-01,-1.101530e+00,-1.361847e+00,-1.586507e+00,-1.939829e+00,-2.162379e+00,-2.252021e+00,-2.381544e+00,-2.509336e+00,-2.616106e+00,-2.730810e+00,-2.813604e+00,-2.878948e+00,-2.505338e+00,-2.058952e+00,-1.786104e+00,-1.589697e+00,-1.440728e+00,-1.320737e+00,-1.222265e+00,-1.139478e+00,-1.069114e+00,-1.008585e+00,-9.560611e-01,-9.101438e-01,-8.697094e-01,-8.339298e-01,-8.018403e-01,-7.727272e-01
GW079046_ECON_48,4.006520e+05,6.444553e+06,-1.375559e-07,-3.397467e-05,-2.964000e-04,-1.078216e-03,-2.717676e-03,-5.528366e-03,-9.727489e-03,-1.543751e-02,-2.271036e-02,-3.165535e-02,-4.204694e-02,-5.398334e-02,-6.749640e-02,-8.510974e-02,-1.093266e-01,-1.395768e-01,-1.746090e-01,-2.159885e-01,-2.636152e-01,-3.187799e-01,-3.784513e-01,-4.379035e-01,-4.964575e-01,-5.543142e-01,-6.109191e-01,-6.664177e-01,-7.205881e-01,-9.356823e-01,-9.875162e-01,-9.761605e-01,-9.469664e-01,-9.122659e-01,-8.767503e-01,-8.424771e-01,-8.100847e-01,-7.798853e-01,-7.519299e-01,-7.261219e-01,-7.023354e-01,-6.804337e-01,-6.602772e-01,-6.422547e-01,-6.246663e-01
GW079048_ECON_72,4.015320e+05,6.444000e+06,-1.731009e-06,-2.733363e-04,-1.951445e-03,-6.185412e-03,-1.399567e-02,-2.591946e-02,-4.189680e-02,-6.156726e-02,-8.449637e-02,-1.103270e-01,-1.387721e-01,-1.688096e-01,-1.995918e-01,-2.324841e-01,-2.688912e-01,-3.079566e-01,-3.486367e-01,-3.920577e-01,-4.377849e-01,-4.858456e-01,-5.350593e-01,-5.829232e-01,-6.294344e-01,-6.748760e-01,-7.190854e-01,-7.622982e-01,-8.046202e-01,-9.814950e-01,-1.041445e+00,-1.038682e+00,-1.010697e+00,-9.728649e-01,-9.322845e-01,-8.924034e-01,-8.546955e-01,-8.197595e-01,-7.877150e-01,-7.584453e-01,-7.317495e-01,-7.073963e-01,-6.851461e-01,-6.652522e-01,-6.461155e-01
GW079049_ECON_49,4.019440e+05,6.443867e+06,-2.071975e-05,-1.278947e-03,-6.501303e-03,-1.735057e-02,-3.507151e-02,-5.948845e-02,-8.954400e-02,-1.241146e-01,-1.623113e-01,-2.036193e-01,-2.472051e-01,-2.903421e-01,-3.314301e-01,-3.704843e-01,-4.086151e-01,-4.456414e-01,-4.806270e-01,-5.138283e-01,-5.464814e-01,-5.788391e-01,-6.109992e-01,-6.425904e-01,-6.734776e-01,-7.038634e-01,-7.340512e-01,-7.642225e-01,-7.943936e-01,-9.385559e-01,-1.008257e+00,-1.013996e+00,-9.897716e-01,-9.536112e-01,-9.140242e-01,-8.749139e-01,-8.379911e-01,-8.038596e-01,-7.726107e-01,-7.441171e-01,-7.181515e-01,-6.944759e-01,-6.728500e-01,-6.530344e-01,-6.343692e-01
GW079610_ECON_39,4.012280e+05,6.444142e+06,-1.768710e-07,-6.835748e-05,-6.817025e-04,-2.551982e-03,-6.403132e-03,-1.281626e-02,-2.205119e-02,-3.410606e-02,-4.883886e-02,-6.609552e-02,-8.569339e-02,-1.073266e-01,-1.308180e-01,-1.587685e-01,-1.928994e-01,-2.317502e-01,-2.742117e-01,-3.221729e-01,-3.743706e-01,-4.310413e-01,-4.900545e-01,-5.473958e-01,-6.032135e-01,-6.579050e-01,-7.109761e-01,-7.624887e-01,-8.124639e-01,-1.008484e+00,-1.054910e+00,-1.041614e+00,-1.009120e+00,-9.696507e-01,-9.289856e-01,-8.894947e-01,-8.523491e-01,-8.179242e-01,-7.863049e-01,-7.573677e-01,-7.309277e-01,-7.067668e-01,-6.846514e-01,-6.648938e-01,-6.458324e-01
GW079611_ECON_78,4.012540e+05,6.444173e+06,-3.282840e-07,-9.827055e-05,-8.943964e-04,-3.197570e-03,-7.799423e-03,-1.528780e-02,-2.586894e-02,-3.947238e-02,-5.589693e-02,-7.503288e-02,-9.640148e-02,-1.198950e-01,-1.453988e-01,-1.762788e-01,-2.141305e-01,-2.567281e-01,-3.030143e-01,-3.553735e-01,-4.119138e-01,-4.733180e-01,-5.365434e-01,-5.970183e-01,-6.555298e-01,-7.127151e-01,-7.679592e-01,-8.214043e-01,-8.730121e-01,-1.068219e+00,-1.102381e+00,-1.079579e+00,-1.040289e+00,-9.956923e-01,-9.510369e-01,-9.084745e-01,-8.688264e-01,-8.323904e-01,-7.991392e-01,-7.688511e-01,-7.412567e-01,-7.161244e-01,-6.932267e-01,-6.726619e-01,-6.530093e-01
GW079612_ECON_45,4.012800e+05,6.444204e+06,-5.982086e-07,-1.400707e-04,-1.166785e-03,-3.989708e-03,-9.467286e-03,-1.817972e-02,-3.026228e-02,-4.556505e-02,-6.382307e-02,-8.488788e-02,-1.082552e-01,-1.337299e-01,-1.614638e-01,-1.956235e-01,-2.375203e-01,-2.841056e-01,-3.345579e-01,-3.917481e-01,-4.530827e-01,-5.194949e-01,-5.869432e-01,-6.506606e-01,-7.119515e-01,-7.713509e-01,-8.285670e-01,-8.841445e-01,-9.372700e-01,-1.130297e+00,-1.150631e+00,-1.118157e+00,-1.071521e+00,-1.021773e+00,-9.730774e-01,-9.273892e-01,-8.852439e-01,-8.467943e-01,-8.118973e-01,-7.802475e-01,-7.515192e-01,-7.254343e-01,-7.017296e-01,-6.805678e-01,-6.602438e-01
GW079613_ECON_71,4.013060e+05,6.444235e+06,-1.069461e-06,-1.979175e-04,-1.513304e-03,-4.956770e-03,-1.145084e-02,-2.154988e-02,-3.529900e-02,-5.245806e-02,-7.269481e-02,-9.581686e-02,-1.213147e-01,-1.488656e-01,-1.790615e-01,-2.169421e-01,-2.633024e-01,-3.141564e-01,-3.691628e-01,-4.315984e-01,-4.980869e-01,-5.698179e-01,-6.415140e-01,-7.080416e-01,-7.720662e-01,-8.340009e-01,-8.932971e-01,-9.505687e-01,-1.005397e+00,-1.194350e+00,-1.199714e+00,-1.156878e+00,-1.102931e+00,-1.047842e+00,-9.950841e-01,-9.462362e-01,-9.015825e-01,-8.611159e-01,-8.245746e-01,-7.915668e-01,-7.617065e-01,-7.346760e-01,-7.101697e-01,-6.883113e-01,-6.673750e-01
GW079614_ECON_60,4.013320e+05,6.444235e+06,-1.370834e-06,-2.354389e-04,-1.732059e-03,-5.559045e-03,-1.267569e-02,-2.361714e-02,-3.837171e-02,-5.664414e-02,-7.806170e-02,-1.023962e-01,-1.291567e-01,-1.579053e-01,-1.893623e-01,-2.287322e-01,-2.765862e-01,-3.287094e-01,-3.849727e-01,-4.486783e-01,-5.162803e-01,-5.889743e-01,-6.611965e-01,-7.279264e-01,-7.920359e-01,-8.541264e-01,-9.136248e-01,-9.708863e-01,-1.025426e+00,-1.211742e+00,-1.213795e+00,-1.168301e+00,-1.112747e+00,-1.056053e+00,-1.002126e+00,-9.522577e-01,-9.068254e-01,-8.657008e-01,-8.286298e-01,-7.951801e-01,-7.649449e-01,-7.376128e-01,-7.128538e-01,-6.907661e-01,-6.696918e-01
GW079615_ECON_58,4.013660e+05,6.444296e+06,-3.422956e-06,-4.028629e-04,-2.593421e-03,-7.790275e-03,-1.703493e-02,-3.074561e-02,-4.870076e-02,-7.043130e-02,-9.545382e-02,-1.234810e-01,-1.540257e-01,-1.863432e-01,-2.227793e-01,-2.701669e-01,-3.271665e-01,-3.876669e-01,-4.535151e-01,-5.279772e-01,-6.061208e-01,-6.894669e-01,-7.693767e-01,-8.414009e-01,-9.105825e-01,-9.771425e-01,-1.040601e+00,-1.101315e+00,-1.158417e+00,-1.331801e+00,-1.302815e+00,-1.237277e+00,-1.168096e+00,-1.101682e+00,-1.040445e+00,-9.850018e-01,-9.351441e-01,-8.905024e-01,-8.505650e-01,-8.147549e-01,-7.825674e-01,-7.535944e-01,-7.274478e-01,-7.039803e-01,-6.818774e-01
GW079616_ECON_41,4.013040e+05,6.444389e+06,-6.322673e-06,-4.596559e-04,-2.741123e-03,-8.025666e-03,-1.731598e-02,-3.098841e-02,-4.881589e-02,-7.034694e-02,-9.512570e-02,-1.229039e-01,-1.532372e-01,-1.854066e-01,-2.242513e-01,-2.784084e-01,-3.439212e-01,-4.126067e-01,-4.891032e-01,-5.760630e-01,-6.672914e-01,-7.645359e-01,-8.547971e-01,-9.346225e-01,-1.011513e+00,-1.085091e+00,-1.155000e+00,-1.221399e+00,-1.282986e+00,-1.443580e+00,-1.378764e+00,-1.292001e+00,-1.209847e+00,-1.135037e+00,-1.067951e+00,-1.008246e+00,-9.551835e-01,-9.080047e-01,-8.660637e-01,-8.286059e-01,-7.950595e-01,-7.649422e-01,-7.378364e-01,-7.135802e-01,-6.907358e-01
GW079617_ECON_75,4.012070e+05,6.444274e+06,-7.887420e-07,-1.338267e-04,-1.081798e-03,-3.687496e-03,-8.760075e-03,-1.686155e-02,-2.815098e-02,-4.251976e-02,-5.974386e-02,-7.971490e-02,-1.019507e-01,-1.263255e-01,-1.534261e-01,-1.883811e-01,-2.324035e-01,-2.816501e-01,-3.354323e-01,-3.971985e-01,-4.636906e-01,-5.362079e-01,-6.094446e-01,-6.779342e-01,-7.436714e-01,-8.072183e-01,-8.682741e-01,-9.274989e-01,-9.837783e-01,-1.179379e+00,-1.185119e+00,-1.142539e+00,-1.089654e+00,-1.035973e+00,-9.846401e-01,-9.371054e-01,-8.935959e-01,-8.540934e-01,-8.183547e-01,-7.860239e-01,-7.567313e-01,-7.301668e-01,-7.060550e-01,-6.845297e-01,-6.639340e-01
GW079618_ECON_143,4.011750e+05,6.444265e+06,-5.549406e-07,-1.046034e-04,-8.897753e-04,-3.121218e-03,-7.554419e-03,-1.475040e-02,-2.491530e-02,-3.799754e-02,-5.382118e-02,-7.230920e-02,-9.300150e-02,-1.158301e-01,-1.411438e-01,-1.735459e-01,-2.145973e-01,-2.610559e-01,-3.119397e-01,-3.704293e-01,-4.337845e-01,-5.031419e-01,-5.739470e-01,-6.406242e-01,-7.048727e-01,-7.674288e-01,-8.276050e-01,-8.856662e-01,-9.413254e-01,-1.139984e+00,-1.154878e+00,-1.118128e+00,-1.069720e+00,-1.019242e+00,-9.704153e-01,-9.248751e-01,-8.829609e-01,-8.447619e-01,-8.100826e-01,-7.786304e-01,-7.500702e-01,-7.241217e-01,-7.005312e-01,-6.794445e-01,-6.591744e-01
GW079619_ECON_55,4.014440e+05,6.426228e+06,-1.337603e-59,-2.149099e-58,-9.495754e-58,1.009004e-57,8.425275e-56,1.441347e-54,4.373127e-53,-1.526688e-01,-3.328053e-01,-5.147196e-01,-5.877087e-01,-8.131949e-01,-1.071650e+00,-1.252398e+00,-1.329387e+00,-2.004002e+00,-2.541388e+00,-2.698732e+00,-2.815593e+00,-2.991726e+00,-3.062411e+00,-3.111839e+00,-3.165475e+00,-3.178943e+00,-3.204414e+00,-3.165635e+00,-3.092271e+00,-2.761865e+00,-2.488000e+00,-2.266006e+00,-2.080883e+00,-1.925960e+00,-1.793994e+00,-1.680170e+00,-1.580934e+00,-1.493512e+00,-1.415820e+00,-1.346327e+00,-1.283707e+00,-1.226915e+00,-1.175232e+00,-1.127970e+00,-1.082919e+00
GW079620_ECON_40,4.017000e+05,6.426741e+06,1.186488e-59,4.597363e-59,2.183173e-58,7.742947e-58,-1.858202e-57,-8.263518e-56,-1.171241e-54,-3.619265e-03,-3.008725e-02,-7.654164e-02,-1.355928e-01,-1.939759e-01,-2.729788e-01,-3.695168e-01,-4.671508e-01,-5.673178e-01,-7.424237e-01,-9.473869e-01,-1.124896e+00,-1.281435e+00,-1.425761e+00,-1.551307e+00,-1.660275e+00,-1.755905e+00,-1.831912e+00,-1.905792e+00,-1.960806e+00,-2.031028e+00,-1.978631e+00,-1.889876e+00,-1.792911e+00,-1.698661e+00,-1.610311e+00,-1.528851e+00,-1.454284e+00,-1.386064e+00,-1.323618e+00,-1.266426e+00,-1.213849e+00,-1.165348e+00,-1.120619e+00,-1.079281e+00,-1.040351e+00
GW079621_ECON_53,4.009320e+05,6.425503e+06,3.727906e-59,8.165773e-59,2.460795e-58,-1.810547e-58,-1.899154e-56,-2.201691e-55,7.646816e-54,-1.137911e-01,-2.864371e-01,-4.681195e-01,-5.733527e-01,-7.662070e-01,-1.021678e+00,-1.224973e+00,-1.334657e+00,-1.863928e+00,-2.438511e+00,-2.693162e+00,-2.836553e+00,-3.012337e+00,-3.114980e+00,-3.166997e+00,-3.216331e+00,-3.234640e+00,-3.251707e+00,-3.216956e+00,-3.144287e+00,-2.773093e+00,-2.472527e+00,-2.234974e+00,-2.043962e+00,-1.886498e+00,-1.754083e+00,-1.640944e+00,-1.542892e+00,-1.456970e+00,-1.380936e+00,-1.313064e+00,-1.252055e+00,-1.196904e+00,-1.146701e+00,-1.100682e+00,-1.057427e+00
GW079622_ECON_68,4.005170e+05,6.425167e+06,1.232625e-59,2.178907e-59,4.815073e-59,-4.074646e-59,-3.344716e-57,-3.823881e-56,5.406928e-55,-2.462267e-02,-8.789149e-02,-1.659186e-01,-2.365596e-01,-3.141726e-01,-4.305403e-01,-5.482182e-01,-6.414241e-01,-8.103027e-01,-1.086800e+00,-1.299002e+00,-1.441772e+00,-1.576979e+00,-1.697584e+00,-1.786046e+00,-1.862942e+00,-1.926649e+00,-1.980092e+00,-2.016678e+00,-2.027994e+00,-1.979004e+00,-1.874438e+00,-1.764758e+00,-1.661576e+00,-1.567894e+00,-1.483516e+00,-1.407625e+00,-1.339187e+00,-1.277254e+00,-1.220971e+00,-1.169606e+00,-1.122545e+00,-1.079285e+00,-1.039354e+00,-1.002310e+00,-9.676536e-01
GW079623_ECON_46,4.023300e+05,6.445171e+06,-7.143995e-01,-1.077468e+00,-1.717521e+00,-2.137913e+00,-2.415090e+00,-2.679740e+00,-2.915639e+00,-3.199287e+00,-3.531339e+00,-3.288753e+00,-3.162184e+00,-3.059562e+00,-3.162991e+00,-3.005186e+00,-2.810058e+00,-2.568045e+00,-2.623312e+00,-2.607994e+00,-2.385451e+00,-2.313745e+00,-2.272899e+00,-2.251587e+00,-2.245963e+00,-2.263882e+00,-2.291230e+00,-2.326088e+00,-2.355544e+00,-2.315607e+00,-2.061157e+00,-1.836408e+00,-1.651473e+00,-1.499880e+00,-1.374022e+00,-1.269042e+00,-1.180071e+00,-1.104338e+00,-1.039317e+00,-9.828746e-01,-9.336462e-01,-8.905823e-01,-8.526059e-01,-8.166620e-01,-7.863868e-01
GW079624_ECON_38,4.022910e+05,6.445382e+06,-3.878367e-01,-6.527492e-01,-1.061233e+00,-1.378385e+00,-1.609814e+00,-1.820953e+00,-2.011624e+00,-2.224070e+00,-2.466004e+00,-2.402354e+00,-2.352918e+00,-2.309020e+00,-2.392216e+00,-2.372682e+00,-2.316971e+00,-2.221196e+00,-2.293908e+00,-2.355101e+00,-2.304089e+00,-2.312539e+00,-2.323755e+00,-2.343286e+00,-2.376709e+00,-2.421497e+00,-2.473557e+00,-2.525792e+00,-2.569392e+00,-2.490031e+00,-2.155368e+00,-1.893503e+00,-1.689882e+00,-1.528524e+00,-1.396928e+00,-1.288115e+00,-1.196725e+00,-1.119165e+00,-1.052647e+00,-9.951341e-01,-9.451073e-01,-9.012174e-01,-8.624403e-01,-8.265595e-01,-7.955157e-01
GW079625_ECON_47,4.017650e+05,6.445512e+06,-2.346260e-03,-1.564789e-02,-3.877447e-02,-7.365452e-02,-1.172411e-01,-1.662192e-01,-2.190054e-01,-2.746865e-01,-3.337195e-01,-3.956024e-01,-4.552046e-01,-5.116823e-01,-7.004755e-01,-9.685177e-01,-1.179403e+00,-1.360686e+00,-1.680991e+00,-1.932465e+00,-2.220872e+00,-2.445823e+00,-2.535858e+00,-2.664306e+00,-2.795224e+00,-2.904882e+00,-3.022801e+00,-3.107636e+00,-3.171433e+00,-2.722404e+00,-2.201500e+00,-1.891251e+00,-1.672039e+00,-1.507791e+00,-1.376830e+00,-1.270110e+00,-1.180929e+00,-1.105521e+00,-1.040922e+00,-9.850756e-01,-9.364181e-01,-8.937065e-01,-8.559926e-01,-8.223712e-01,-7.917409e-01
GW079626_ECON_73,4.023210e+05,6.444431e+06,-4.841285e-02,-1.601225e-01,-3.080082e-01,-4.885866e-01,-6.670852e-01,-8.346123e-01,-9.933087e-01,-1.148026e+00,-1.307617e+00,-1.435746e+00,-1.506990e+00,-1.550284e+00,-1.588846e+00,-1.622629e+00,-1.631278e+00,-1.615660e+00,-1.598720e+00,-1.599384e+00,-1.590888e+00,-1.572073e+00,-1.558822e+00,-1.550523e+00,-1.548444e+00,-1.553622e+00,-1.565919e+00,-1.583875e+00,-1.606006e+00,-1.700568e+00,-1.639472e+00,-1.525712e+00,-1.409730e+00,-1.302826e+00,-1.209123e+00,-1.127651e+00,-1.057159e+00,-9.959416e-01,-9.425854e-01,-8.958296e-01,-8.546343e-01,-8.181526e-01,-7.856670e-01,-7.557858e-01,-7.296921e-01
GW079628_ECON_56,4.012580e+05,6.444570e+06,-4.556839e-05,-1.154118e-03,-4.940445e-03,-1.259277e-02,-2.497653e-02,-4.210757e-02,-6.351084e-02,-8.861779e-02,-1.169750e-01,-1.483679e-01,-1.823571e-01,-2.178210e-01,-2.706668e-01,-3.511815e-01,-4.431923e-01,-5.348356e-01,-6.444787e-01,-7.649920e-01,-8.931110e-01,-1.024943e+00,-1.133898e+00,-1.228357e+00,-1.320705e+00,-1.407448e+00,-1.489931e+00,-1.566301e+00,-1.634472e+00,-1.726484e+00,-1.567164e+00,-1.429194e+00,-1.315537e+00,-1.220078e+00,-1.138216e+00,-1.067750e+00,-1.006383e+00,-9.527491e-01,-9.056067e-01,-8.639095e-01,-8.268715e-01,-7.938673e-01,-7.643084e-01,-7.379679e-01,-7.133245e-01
